incorrect_sentence,correct_sentence
වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෝය,වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නේය
වාහනය බත් කමින් ගෙදර වේගයෙන් යමි,වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නේය
වාහනය බත් කමින් ගෙදර වේගයෙන් යමිවා,වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නේය
වාහනය බත් කමින් ගෙදර වේගයෙන් යමු,වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නේය
වාහනය බත් කමින් ගෙදර වේගයෙන් යමුවා,වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නේය
වාහනය බත් කමින් ගෙදර වේගයෙන් යව,වාහනය බත් කමින් ගෙදර වේගයෙන් යයි
වාහනය බත් කමින් ගෙදර වේගයෙන් යවති,වාහනය බත් කමින් ගෙදර වේගයෙන් යයි
වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නෙමි,වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නීය
වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නෙමු,වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නීය
වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නෙහි,වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නීය
වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නෙහු,වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නීය
වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නෝය,වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නේය
වාහනය බත් කමින් ගෙදර වේගයෙන් යවමි,වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නේය
වාහනය බත් කමින් ගෙදර වේගයෙන් යවමු,වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නේය
වාහනය බත් කමින් ගෙදර වේගයෙන් යවහි,වාහනය බත් කමින් ගෙදර වේගයෙන් යවයි
වාහනය බත් කමින් ගෙදර වේගයෙන් යවහු,වාහනය බත් කමින් ගෙදර වේගයෙන් යවයි
වාහනය බත් කමින් ගෙදර වේගයෙන් යවු,වාහනය බත් කමින් ගෙදර වේගයෙන් යවයි
වාහනය බත් කමින් ගෙදර වේගයෙන් යහි,වාහනය බත් කමින් ගෙදර වේගයෙන් යවයි
වාහනය බත් කමින් ගෙදර වේගයෙන් යහිවා,වාහනය බත් කමින් ගෙදර වේගයෙන් යවයි
වාහනය බත් කමින් ගෙදර වේගයෙන් යහු,වාහනය බත් කමින් ගෙදර වේගයෙන් යවයි
වාහනය බත් කමින් ගෙදර වේගයෙන් යහුවා,වාහනය බත් කමින් ගෙදර වේගයෙන් යවයි
වාහනය බත් කමින් ගෙදර වේගයෙන් යනලදී,වාහනය බත් කමින් ගෙදර වේගයෙන් යවයි
වාහනය බත් කමින් ගෙදර වේගයෙන් ගියෙමි,වාහනය බත් කමින් ගෙදර වේගයෙන් යවයි
වාහනය බත් කමින් ගෙදර වේගයෙන් ගියෙමු,වාහනය බත් කමින් ගෙදර වේගයෙන් යවයි
වාහනය බත් කමින් ගෙදර වේගයෙන් ගියෙහි,වාහනය බත් කමින් ගෙදර වේගයෙන් යවයි
වාහනය බත් කමින් ගෙදර වේගයෙන් ගියෙහු,වාහනය බත් කමින් ගෙදර වේගයෙන් යවයි
වාහනය බත් කමින් ගෙදර වේගයෙන් ගියෝය,වාහනය බත් කමින් ගෙදර වේගයෙන් ගියේය
වාහනය බත් කමින් ගෙදර වේගයෙන් යැවෙමි,වාහනය බත් කමින් ගෙදර වේගයෙන් යැවේ
වාහනය බත් කමින් ගෙදර වේගයෙන් යැවෙමු,වාහනය බත් කමින් ගෙදර වේගයෙන් යැවේ
වාහනය බත් කමින් ගෙදර වේගයෙන් යැවෙහි,වාහනය බත් කමින් ගෙදර වේගයෙන් යැවේ
වාහනය බත් කමින් ගෙදර වේගයෙන් යැවෙහු,වාහනය බත් කමින් ගෙදර වේගයෙන් යැවේ
